MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS ,,
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),,
2013,SUZUKI,GRAND VITARA URBAN/JX/JLX,SUV - SMALL,2.4,4,A4,X,12.7,10.2,11.5,25,265,,
2013,SUZUKI,KIZASHI S AWD,COMPACT,2.4,4,AV,X,10.6,8.1,9.5,30,219,,
2013,SUZUKI,KIZASHI SX/SPORT AWD,COMPACT,2.4,4,AV,X,10.6,8.1,9.5,30,219,,
2013,SUZUKI,SX4 CROSSOVER JA/JX AWD,STATION WAGON - SMALL,2.0,4,M6,X,10.6,7.9,9.4,30,216,,
2013,SUZUKI,SX4 CROSSOVER JA/JX/JLX AWD,STATION WAGON - SMALL,2.0,4,AV,X,10.3,8.0,9.3,30,214,,
2013,SUZUKI,SX4 HATCHBACK JA,STATION WAGON - SMALL,2.0,4,AV,X,9.5,7.6,8.7,32,200,,
2013,SUZUKI,SX4 HATCHBACK JA,STATION WAGON - SMALL,2.0,4,M6,X,10.4,7.5,9.1,31,209,,
2013,SUZUKI,SX4 HATCHBACK JX,STATION WAGON - SMALL,2.0,4,AV,X,10.1,8.0,9.2,31,212,,
2013,SUZUKI,SX4 SEDAN JA,COMPACT,2.0,4,AV,X,9.3,7.3,8.4,34,193,,
2013,SUZUKI,SX4 SEDAN JA/JE,COMPACT,2.0,4,M6,X,10.3,7.2,8.9,32,205,,
2013,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4,AV,X,10.2,8.0,9.2,31,212,,
2013,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4,M6,X,10.4,7.4,9.1,31,209,,
2013,TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.8,22,294,,
2013,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.8,22,294,,
2013,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221,,
2013,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.6,8.2,34,189,,
2013,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.5,9.4,30,216,,
2013,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,5.9,5.7,50,131,,
2013,TOYOTA,CAMRY HYBRID XLE,MID-SIZE,2.5,4,AV,X,5.8,6.2,5.9,48,136,,
2013,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,9.1,6.8,8.1,35,186,,
2013,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,8.6,6.7,7.8,36,179,,
2013,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,9.5,7.6,8.7,32,200,,
2013,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,8.9,7.3,8.2,34,189,,
2013,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,2.4,4,A4,X,11.6,9.1,10.5,27,242,,
2013,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,2.4,4,AS5,X,11.2,8.3,9.9,29,228,,
2013,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.5,9.8,29,225,,
2013,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,A5,X,14.3,11.2,12.9,22,297,,
2013,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,M6,X,15.4,12.1,13.9,20,320,,
2013,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.8,8.7,10.4,27,239,,
2013,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS5,X,13.2,9.8,11.7,24,269,,
2013,TOYOTA,HIGHLANDER 4WD,SUV - SMALL,3.5,6,AS5,X,14.2,10.3,12.4,23,285,,
2013,TOYOTA,HIGHLANDER HYBRID 4WD,SUV - STANDARD,3.5,6,AV,X,7.8,8.7,8.2,34,189,,
2013,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.7,4.9,4.8,59,110,,
2013,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,4.9,4.7,60,108,,
2013,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,5.8,5.6,50,129,,
2013,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205,,
2013,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,8.1,9.4,30,216,,
2013,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.1,9.5,30,219,,
2013,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19.0,13.9,16.7,17,384,,
2013,TOYOTA,SIENNA,MINIVAN,2.7,4,AS6,X,11.8,8.9,10.5,27,242,,
2013,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,12.9,9.4,11.3,25,260,,
2013,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,13.9,10.2,12.2,23,281,,
2013,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.3,10.9,26,251,,
2013,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,8.9,10.2,28,235,,
2013,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,22,301,,
2013,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,10.5,11.9,24,274,,
2013,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.8,10.6,11.8,24,271,,
2013,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.5,11.3,13.1,22,301,,
2013,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.2,12.2,13.9,20,320,,
2013,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,11.8,14.0,20,322,,
2013,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.0,15.6,18,359,,
2013,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,17.0,12.7,15.1,19,347,,
2013,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,373,,
2013,TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.4,8.2,10.0,28,230,,
2013,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.6,9.1,11.0,26,253,,
2013,TOYOTA,VENZA AWD,SUV - SMALL,2.7,4,AS6,X,11.6,8.5,10.2,28,235,,
2013,TOYOTA,VENZA AWD,SUV - SMALL,3.5,6,AS6,X,12.9,9.4,11.3,25,260,,
2013,TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.9,6.6,7.3,39,168,,
2013,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.8,6.3,7.1,40,163,,
2013,VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AS6,Z,11.3,7.8,9.7,29,223,,
2013,VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,Z,11.7,8.0,10.0,28,230,,
2013,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,AS6,X,10.9,8.5,9.8,29,225,,
2013,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,11.3,7.6,9.6,29,221,,
2013,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,AS6,X,11.2,8.7,10.1,28,232,,
2013,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2.0,4,AS6,D,8.2,6.0,7.2,39,194,,
2013,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2.0,4,M6,D,8.4,5.8,7.2,39,194,,
2013,VOLKSWAGEN,CC,COMPACT,2.0,4,AS6,Z,11.1,7.9,9.6,29,221,,
2013,VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.6,7.6,9.8,29,225,,
2013,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,14.3,9.8,12.3,23,283,,
2013,VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,AS6,Z,10.9,8.0,9.6,29,221,,
2013,VOLKSWAGEN,GOLF,COMPACT,2.5,5,AS6,X,10.4,7.8,9.2,31,212,,
2013,VOLKSWAGEN,GOLF,COMPACT,2.5,5,M5,X,11.3,7.4,9.5,30,219,,
2013,VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,12.3,8.9,10.8,26,248,,
2013,VOLKSWAGEN,GOLF TDI CLEAN DIESEL,COMPACT,2.0,4,AS6,D,7.9,5.7,6.9,41,186,,
2013,VOLKSWAGEN,GOLF TDI CLEAN DIESEL,COMPACT,2.0,4,M6,D,7.9,5.6,6.9,41,186,,
2013,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,AS6,X,10.4,7.8,9.2,31,212,,
2013,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,11.3,7.4,9.5,30,219,,
2013,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2.0,4,AS6,D,8.2,5.9,7.2,39,194,,
2013,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2.0,4,M6,D,7.9,5.6,6.9,41,186,,
2013,VOLKSWAGEN,GTI,COMPACT,2.0,4,AS6,Z,10.0,7.5,8.9,32,205,,
2013,VOLKSWAGEN,GTI,COMPACT,2.0,4,M6,Z,11.3,8.0,9.8,29,225,,
2013,VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,Z,10.1,7.3,8.9,32,205,,
2013,VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,X,10.6,8.0,9.5,30,219,,
2013,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,10.4,7.2,9.0,31,207,,
2013,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,Z,11.2,7.4,9.5,30,219,,
2013,VOLKSWAGEN,JETTA,COMPACT,2.5,5,AS6,X,10.4,7.8,9.2,31,212,,
2013,VOLKSWAGEN,JETTA,COMPACT,2.5,5,M5,X,11.3,7.4,9.5,30,219,,
2013,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2.0,4,AS6,D,7.9,5.7,6.9,41,186,,
2013,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2.0,4,M6,D,7.9,5.6,6.9,41,186,,
2013,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.5,5.1,5.4,52,124,,
2013,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,AS6,X,11.0,8.0,9.6,29,221,,
2013,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,11.5,7.8,9.8,29,225,,
2013,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AS6,Z,12.3,8.8,10.7,26,246,,
2013,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2.0,4,AS6,D,8.1,5.9,7.1,40,192,,
2013,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2.0,4,M6,D,8.0,5.4,6.8,42,184,,
2013,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.0,9.5,12.0,24,276,,
2013,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AM6,Z,11.0,8.8,10.0,28,230,,
2013,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,13.5,9.1,11.5,25,265,,
2013,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AM6,Z,11.6,9.3,10.5,27,242,,
2013,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,13.8,10.4,12.3,23,283,,
2013,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,3.0,6,AS8,D,12.2,8.0,10.3,27,278,,
2013,VOLVO,C30,COMPACT,2.5,5,AS5,X,11.5,7.9,9.9,29,228,,
2013,VOLVO,C30,COMPACT,2.5,5,M6,X,11.6,8.1,10.0,28,230,,
2013,VOLVO,C70,SUBCOMPACT,2.5,5,AS5,X,12.9,8.7,11.0,26,253,,
2013,VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223,,
2013,VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,11.6,8.3,10.1,28,232,,
2013,VOLVO,S60 AWD,COMPACT,3.0,6,AS6,X,13.2,9.5,11.5,25,265,,
2013,VOLVO,S80,MID-SIZE,3.2,6,AS6,X,11.9,8.1,10.2,28,235,,
2013,VOLVO,S80 AWD,MID-SIZE,3.0,6,AS6,X,13.2,9.5,11.5,25,265,,
2013,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,12.7,9.3,11.1,25,255,,
2013,VOLVO,XC60 AWD,SUV - SMALL,3.0,6,AS6,X,13.5,10.1,12.0,24,276,,
2013,VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.7,11.6,24,267,,
2013,VOLVO,XC70 AWD,SUV - SMALL,3.0,6,AS6,X,13.5,10.1,12.0,24,276,,
2013,VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.3,11.4,25,262,,
2013,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,14.8,10.4,12.8,22,294,,
,,,,,,,,,,,,,,
"*Starting with the 2015 model year, vehicle manufacturers will use an improved testing procedure to determine the fuel consumption ratings of new light-duty vehicles. The new test methods result in higher fuel consumption ratings that are",,,,,,,,,,,,,,
"more representative of everyday driving. To help you compare vehicles from different model years, the ratings for 1995-2014 vehicles have been adjusted to reflect the new test methods. Note that these  are approximate values that were ",,,,,,,,,,,,,,
"generated from the original ratings, not from vehicle testing.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Understanding the Table,,,,,,,,,,,,,,
Model,4WD/4X4 = Four-wheel drive,,,,,,,,,,,,,
,AWD = All-wheel drive,,,,,,,,,,,,,
,CNG = Compressed natural gas,,,,,,,,,,,,,
,FFV = Flexible-fuel vehicle,,,,,,,,,,,,,
,NGV = Natural gas vehicle,,,,,,,,,,,,,
,# = High output engine that provides more power than the standard engine of the same size,,,,,,,,,,,,,
Transmission,A = Automatic,,,,,,,,,,,,,
,AM = Automated manual,,,,,,,,,,,,,
,AS = Automatic with select shift,,,,,,,,,,,,,
,AV = Continuously variable,,,,,,,,,,,,,
,M = Manual,,,,,,,,,,,,,
,3 – 10 = Number of gears,,,,,,,,,,,,,
Fuel Type,X = Regular gasoline,,,,,,,,,,,,,
,Z = Premium gasoline,,,,,,,,,,,,,
,D = Diesel,,,,,,,,,,,,,
,E = Ethanol (E85),,,,,,,,,,,,,
,N = Natural Gas,,,,,,,,,,,,,
Fuel Consumption,"City and highway fuel consumption ratings are shown in litres per 100 kilometres (L/100 km) - combined rating (55% city, 45% hwy) is shown in L/100 km and in miles per imperial gallon (mpg)",,,,,,,,,,,,,
CO2 Emissions (g/km),Estimated tailpipe carbon dioxide emissions (in grams per kilometre) are based on fuel type and the combined fuel consumption rating.,,,,,,,,,,,,,
